city,timestamp,temperature,season
New York,2010-01-01,4.055959690016974,winter
New York,2010-01-02,-4.920128173904331,winter
New York,2010-01-03,-4.8142598747169565,winter
New York,2010-01-04,2.9238169477487115,winter
New York,2010-01-05,-4.212510413099685,winter
New York,2010-01-06,1.9206276055859837,winter
New York,2010-01-07,-5.1499677131048305,winter
New York,2010-01-08,3.7633093745229305,winter
New York,2010-01-09,-1.528232714490534,winter
New York,2010-01-10,3.1228807930598848,winter
New York,2010-01-11,4.4928675634506545,winter
New York,2010-01-12,1.2449926025160276,winter
New York,2010-01-13,3.822301318077672,winter
New York,2010-01-14,3.261936946014427,winter
New York,2010-01-15,0.8816504961480807,winter
New York,2010-01-16,3.6300143175577038,winter
New York,2010-01-17,1.487839037260545,winter
New York,2010-01-18,4.967396062187187,winter
New York,2010-01-19,-1.1658390971544301,winter
New York,2010-01-20,6.464598127543115,winter
New York,2010-01-21,7.239236721254941,winter
New York,2010-01-22,-0.8796431989879182,winter
New York,2010-01-23,1.7417103741230253,winter
New York,2010-01-24,1.4174905128594382,winter
New York,2010-01-25,-9.91212693703738,winter
New York,2010-01-26,-6.7003747418235635,winter
New York,2010-01-27,6.655184117929489,winter
New York,2010-01-28,11.761607156150442,winter
New York,2010-01-29,-5.63852268701627,winter
New York,2010-01-30,-1.8351021248213286,winter
New York,2010-01-31,-1.9868938066202821,winter
New York,2010-02-01,7.001498685543083,winter
New York,2010-02-02,2.1802061111174065,winter
New York,2010-02-03,6.415534577243081,winter
New York,2010-02-04,6.4388623631125705,winter
New York,2010-02-05,3.923060377756963,winter
New York,2010-02-06,2.987745316376414,winter
New York,2010-02-07,0.33232036878455984,winter
New York,2010-02-08,-1.8821610490297391,winter
New York,2010-02-09,-1.2095707903569637,winter
New York,2010-02-10,0.1838615037464236,winter
New York,2010-02-11,-2.674204716506861,winter
New York,2010-02-12,16.072926981296934,winter
New York,2010-02-13,-0.8535875319494092,winter
New York,2010-02-14,1.1533019253491403,winter
New York,2010-02-15,-2.518024275546635,winter
New York,2010-02-16,-7.1746138558415895,winter
New York,2010-02-17,0.370508580472022,winter
New York,2010-02-18,7.931323715382787,winter
New York,2010-02-19,-5.6122555271603245,winter
New York,2010-02-20,-5.0756541716614105,winter
New York,2010-02-21,4.522082942982882,winter
New York,2010-02-22,-4.832061204802065,winter
New York,2010-02-23,1.952982768746755,winter
New York,2010-02-24,9.569177530088053,winter
New York,2010-02-25,-1.998193441772488,winter
New York,2010-02-26,6.6710526147156735,winter
New York,2010-02-27,-4.110158119331626,winter
New York,2010-02-28,-4.653498384042027,winter
New York,2010-03-01,12.3892725765309,spring
New York,2010-03-02,12.111501060726027,spring
New York,2010-03-03,7.827250425431741,spring
New York,2010-03-04,-1.7090765282331999,spring
New York,2010-03-05,17.498179150440464,spring
New York,2010-03-06,2.4599615102217234,spring
New York,2010-03-07,7.00629436683546,spring
New York,2010-03-08,13.716125044489209,spring
New York,2010-03-09,15.772995131173955,spring
New York,2010-03-10,16.078455496242537,spring
New York,2010-03-11,9.030396496738206,spring
New York,2010-03-12,16.04029487720667,spring
New York,2010-03-13,13.06971432408227,spring
New York,2010-03-14,8.69189278034428,spring
New York,2010-03-15,23.53857888625469,spring
New York,2010-03-16,3.7173891037937326,spring
New York,2010-03-17,19.933873198702475,spring
New York,2010-03-18,15.191635163451648,spring
New York,2010-03-19,9.797919483863609,spring
New York,2010-03-20,7.3621738953907485,spring
New York,2010-03-21,16.553402728748456,spring
New York,2010-03-22,10.38204807540241,spring
New York,2010-03-23,12.30720163352785,spring
New York,2010-03-24,-1.3154447036504724,spring
New York,2010-03-25,11.02034313299839,spring
New York,2010-03-26,7.8668185301702325,spring
New York,2010-03-27,11.03404004481364,spring
New York,2010-03-28,6.821627066216169,spring
New York,2010-03-29,13.83885798968419,spring
New York,2010-03-30,10.677987925513602,spring
New York,2010-03-31,8.523732572488889,spring
New York,2010-04-01,15.176988652403583,spring
New York,2010-04-02,8.57205355572963,spring
New York,2010-04-03,11.338017665125992,spring
New York,2010-04-04,20.615953381320157,spring
New York,2010-04-05,3.8210365794914947,spring
New York,2010-04-06,9.669671533956263,spring
New York,2010-04-07,2.030800540029658,spring
New York,2010-04-08,5.926491682048088,spring
New York,2010-04-09,13.33229099794601,spring
New York,2010-04-10,11.926575544859457,spring
New York,2010-04-11,13.244756025118203,spring
New York,2010-04-12,11.08199838075589,spring
New York,2010-04-13,12.143834474510356,spring
New York,2010-04-14,10.613162099233758,spring
New York,2010-04-15,8.634363546107135,spring
New York,2010-04-16,7.270568896871612,spring
New York,2010-04-17,14.85100668659901,spring
New York,2010-04-18,3.075275025502905,spring
New York,2010-04-19,11.568702313323541,spring
New York,2010-04-20,-0.46311947094852535,spring
New York,2010-04-21,15.299090659548195,spring
New York,2010-04-22,19.20503644562054,spring
New York,2010-04-23,13.00948695202276,spring
New York,2010-04-24,12.98377788836435,spring
New York,2010-04-25,23.339059658738208,spring
New York,2010-04-26,16.071134298035332,spring
New York,2010-04-27,10.355945426672763,spring
